Customer_ID,Product,Date_of_Purchase,Frequency,Annual_Income,Gender,Age_Group,Region,Price,Category,Brand,Days_Since_Last_Purchase,Gender_Label,Age_Group_Label,Region_Label,Category_Label,Brand_Label
CUST_004,PROD_011,2024-11-17,5,70000,Male,18-25,South,587.42,Home,BrandC,188,1,0,2,2,2
CUST_033,PROD_000,2024-01-10,3,90000,Female,46-55,South,843.81,Home,BrandA,500,0,3,2,2,0
CUST_005,PROD_008,2024-01-05,3,30000,Male,26-35,South,553.49,Clothing,BrandD,505,1,1,2,0,3
CUST_021,PROD_007,2024-05-02,2,50000,Female,18-25,East,227.08,Home,BrandC,387,0,0,0,2,2
CUST_010,PROD_000,2024-11-25,4,90000,Female,18-25,South,43.33,Electronics,BrandD,180,0,0,2,1,3
CUST_047,PROD_005,2024-12-18,3,30000,Male,18-25,West,222.48,Clothing,BrandC,157,1,0,3,0,2
CUST_015,PROD_004,2024-04-27,5,30000,Male,26-35,North,421.96,Electronics,BrandB,392,1,1,1,1,1
CUST_032,PROD_005,2024-10-20,2,70000,Female,46-55,East,762.02,Electronics,BrandA,216,0,3,0,1,0
CUST_008,PROD_009,2024-06-07,2,70000,Female,46-55,South,195.96,Clothing,BrandC,351,0,3,2,0,2
CUST_005,PROD_011,2024-10-29,5,90000,Female,46-55,East,722.59,Home,BrandB,207,0,3,0,2,1
CUST_015,PROD_012,2024-08-15,4,50000,Male,36-45,East,868.26,Electronics,BrandA,282,1,2,0,1,0
CUST_028,PROD_012,2024-12-30,5,30000,Male,36-45,South,459.41,Electronics,BrandA,145,1,2,2,1,0
CUST_002,PROD_012,2024-08-03,4,90000,Male,36-45,East,823.22,Electronics,BrandC,294,1,2,0,1,2
CUST_019,PROD_014,2024-07-02,5,30000,Male,26-35,North,559.11,Electronics,BrandA,326,1,1,1,1,0
CUST_035,PROD_004,2024-01-15,5,30000,Male,36-45,West,640.72,Clothing,BrandC,495,1,2,3,0,2
CUST_018,PROD_005,2024-06-05,1,50000,Male,26-35,West,531.02,Clothing,BrandA,353,1,1,3,0,0
CUST_025,PROD_004,2024-05-15,2,50000,Female,46-55,North,468.54,Sports,BrandD,374,0,3,1,3,3
CUST_002,PROD_010,2024-09-17,5,90000,Female,36-45,East,242.31,Sports,BrandB,249,0,2,0,3,1
CUST_018,PROD_011,2024-06-05,5,50000,Male,36-45,South,310.16,Electronics,BrandD,353,1,2,2,1,3
CUST_019,PROD_004,2024-02-16,3,50000,Female,18-25,East,297.07,Home,BrandC,463,0,0,0,2,2
CUST_031,PROD_003,2024-11-19,2,90000,Female,26-35,North,567.66,Electronics,BrandD,186,0,1,1,1,3
CUST_006,PROD_002,2024-11-27,3,50000,Male,46-55,East,128.75,Home,BrandC,178,1,3,0,2,2
CUST_040,PROD_002,2024-06-21,2,70000,Female,18-25,West,917.62,Electronics,BrandA,337,0,0,3,1,0
CUST_032,PROD_003,2024-05-09,3,30000,Male,18-25,East,723.45,Sports,BrandA,380,1,0,0,3,0
CUST_039,PROD_008,2024-04-04,5,30000,Male,46-55,North,407.43,Sports,BrandC,415,1,3,1,3,2
CUST_038,PROD_001,2024-04-24,5,30000,Female,18-25,West,167.04,Home,BrandD,395,0,0,3,2,3
CUST_017,PROD_014,2024-08-30,1,30000,Male,26-35,East,883.17,Electronics,BrandA,267,1,1,0,1,0
CUST_039,PROD_008,2024-10-18,3,90000,Male,26-35,East,825.54,Home,BrandB,218,1,1,0,2,1
CUST_000,PROD_000,2024-10-08,4,30000,Male,36-45,West,724.5,Sports,BrandA,228,1,2,3,3,0
CUST_010,PROD_013,2024-10-25,1,30000,Male,18-25,South,278.83,Electronics,BrandB,211,1,0,2,1,1
CUST_027,PROD_014,2024-10-09,3,30000,Male,36-45,West,408.42,Electronics,BrandD,227,1,2,3,1,3
CUST_024,PROD_014,2024-03-09,3,30000,Male,18-25,South,111.72,Home,BrandB,441,1,0,2,2,1
CUST_049,PROD_000,2024-05-27,1,70000,Male,26-35,North,197.15,Clothing,BrandB,362,1,1,1,0,1
CUST_022,PROD_004,2024-01-11,5,30000,Male,26-35,North,785.19,Home,BrandB,499,1,1,1,2,1
CUST_030,PROD_005,2024-09-10,3,70000,Female,26-35,West,717.89,Sports,BrandB,256,0,1,3,3,1
CUST_029,PROD_005,2024-11-25,5,90000,Female,18-25,West,597.55,Sports,BrandA,180,0,0,3,3,0
CUST_041,PROD_002,2024-12-25,1,50000,Female,26-35,North,896.77,Sports,BrandB,150,0,1,1,3,1
CUST_034,PROD_006,2024-02-07,5,30000,Male,18-25,South,587.43,Sports,BrandA,472,1,0,2,3,0
CUST_006,PROD_008,2024-05-13,2,50000,Male,36-45,North,472.3,Sports,BrandB,376,1,2,1,3,1
CUST_015,PROD_010,2024-07-18,4,50000,Female,18-25,West,346.97,Clothing,BrandC,310,0,0,3,0,2
CUST_025,PROD_011,2024-01-23,3,90000,Female,36-45,North,941.04,Electronics,BrandD,487,0,2,1,1,3
CUST_047,PROD_009,2024-10-29,4,50000,Female,18-25,West,91.89,Home,BrandB,207,0,0,3,2,1
CUST_048,PROD_007,2024-12-11,5,70000,Male,36-45,West,931.58,Home,BrandC,164,1,2,3,2,2
CUST_001,PROD_005,2024-10-28,3,50000,Female,26-35,North,828.45,Sports,BrandB,208,0,1,1,3,1
CUST_000,PROD_011,2024-12-28,5,50000,Female,36-45,South,138.63,Home,BrandB,147,0,2,2,2,1
CUST_047,PROD_007,2024-08-05,2,50000,Male,26-35,East,569.33,Sports,BrandB,292,1,1,0,3,1
CUST_011,PROD_011,2024-05-20,1,30000,Female,26-35,North,867.88,Clothing,BrandC,369,0,1,1,0,2
CUST_004,PROD_004,2024-04-13,3,30000,Male,36-45,East,576.09,Clothing,BrandD,406,1,2,0,0,3
CUST_036,PROD_007,2024-07-28,2,70000,Male,18-25,North,908.13,Electronics,BrandC,300,1,0,1,1,2
CUST_031,PROD_009,2024-04-20,2,70000,Male,18-25,East,943.55,Clothing,BrandD,399,1,0,0,0,3
CUST_008,PROD_011,2024-04-13,3,30000,Female,46-55,South,428.16,Clothing,BrandB,406,0,3,2,0,1
CUST_040,PROD_003,2024-11-11,5,70000,Female,18-25,South,383.54,Electronics,BrandA,194,0,0,2,1,0
CUST_034,PROD_009,2024-06-19,2,30000,Male,46-55,North,936.96,Home,BrandB,339,1,3,1,2,1
CUST_018,PROD_007,2024-12-21,4,90000,Female,18-25,West,678.39,Sports,BrandD,154,0,0,3,3,3
CUST_047,PROD_009,2024-11-19,2,50000,Female,18-25,East,124.86,Sports,BrandC,186,0,0,0,3,2
CUST_015,PROD_011,2024-05-12,5,50000,Female,26-35,West,51.87,Home,BrandB,377,0,1,3,2,1
CUST_002,PROD_001,2024-10-19,5,70000,Female,46-55,West,568.98,Electronics,BrandC,217,0,3,3,1,2
CUST_019,PROD_011,2024-11-23,4,30000,Male,18-25,West,930.87,Home,BrandC,182,1,0,3,2,2
CUST_023,PROD_011,2024-05-06,2,30000,Female,46-55,South,845.81,Clothing,BrandC,383,0,3,2,0,2
CUST_032,PROD_004,2024-04-15,5,70000,Male,26-35,North,679.09,Electronics,BrandB,404,1,1,1,1,1
CUST_023,PROD_008,2024-04-01,3,30000,Male,26-35,North,147.72,Electronics,BrandC,418,1,1,1,1,2
CUST_010,PROD_003,2024-10-13,1,90000,Female,46-55,South,261.69,Electronics,BrandC,223,0,3,2,1,2
CUST_048,PROD_010,2024-02-20,1,50000,Male,26-35,South,876.76,Sports,BrandB,459,1,1,2,3,1
CUST_007,PROD_005,2024-01-29,1,70000,Female,36-45,North,190.98,Home,BrandC,481,0,2,1,2,2
CUST_035,PROD_014,2024-10-22,2,70000,Female,36-45,West,285.66,Electronics,BrandB,214,0,2,3,1,1
CUST_037,PROD_000,2024-10-23,4,30000,Male,26-35,East,138.3,Electronics,BrandD,213,1,1,0,1,3
CUST_039,PROD_008,2024-08-01,5,70000,Male,36-45,East,679.35,Electronics,BrandD,296,1,2,0,1,3
CUST_019,PROD_000,2024-09-23,3,90000,Male,18-25,East,944.54,Home,BrandD,243,1,0,0,2,3
CUST_034,PROD_004,2024-09-13,3,30000,Male,46-55,West,276.28,Sports,BrandC,253,1,3,3,3,2
CUST_047,PROD_003,2024-10-28,2,30000,Female,18-25,North,480.65,Clothing,BrandA,208,0,0,1,0,0
CUST_024,PROD_012,2024-04-10,1,30000,Female,46-55,South,638.0,Sports,BrandA,409,0,3,2,3,0
CUST_034,PROD_011,2024-12-11,2,30000,Female,26-35,North,999.47,Electronics,BrandC,164,0,1,1,1,2
CUST_024,PROD_012,2024-04-19,4,90000,Male,18-25,West,113.76,Sports,BrandA,400,1,0,3,3,0
CUST_028,PROD_012,2024-06-30,4,30000,Male,26-35,South,503.59,Sports,BrandB,328,1,1,2,3,1
CUST_017,PROD_013,2024-11-08,5,70000,Male,26-35,West,391.27,Clothing,BrandA,197,1,1,3,0,0
CUST_045,PROD_002,2024-01-01,5,90000,Female,46-55,East,867.16,Home,BrandC,509,0,3,0,2,2
CUST_017,PROD_012,2024-11-14,4,50000,Male,46-55,East,481.21,Home,BrandC,191,1,3,0,2,2
CUST_001,PROD_005,2024-02-24,4,50000,Female,46-55,West,119.87,Sports,BrandB,455,0,3,3,3,1
CUST_034,PROD_001,2024-05-28,4,70000,Male,18-25,South,638.08,Sports,BrandD,361,1,0,2,3,3
CUST_015,PROD_002,2024-11-04,2,70000,Female,36-45,South,773.07,Home,BrandC,201,0,2,2,2,2
CUST_040,PROD_004,2024-05-16,4,90000,Female,46-55,North,12.85,Home,BrandB,373,0,3,1,2,1
CUST_035,PROD_014,2024-07-20,3,50000,Male,46-55,East,860.37,Clothing,BrandA,308,1,3,0,0,0
CUST_032,PROD_008,2024-11-08,1,50000,Male,18-25,North,194.16,Electronics,BrandA,197,1,0,1,1,0
CUST_003,PROD_001,2024-04-26,4,50000,Female,46-55,North,556.55,Sports,BrandB,393,0,3,1,3,1
CUST_032,PROD_009,2024-06-02,1,50000,Female,18-25,West,421.64,Home,BrandB,356,0,0,3,2,1
CUST_013,PROD_007,2024-10-17,2,50000,Male,26-35,West,722.46,Sports,BrandC,219,1,1,3,3,2
CUST_020,PROD_013,2024-03-03,1,30000,Male,46-55,North,377.45,Sports,BrandA,447,1,3,1,3,0
CUST_047,PROD_001,2024-08-31,2,70000,Female,46-55,East,871.07,Home,BrandB,266,0,3,0,2,1
CUST_019,PROD_010,2024-01-25,3,30000,Male,26-35,West,733.19,Clothing,BrandA,485,1,1,3,0,0
CUST_007,PROD_012,2024-03-30,2,50000,Female,26-35,North,651.24,Sports,BrandB,420,0,1,1,3,1
CUST_006,PROD_004,2024-03-15,2,90000,Female,26-35,North,798.28,Clothing,BrandA,435,0,1,1,0,0
CUST_002,PROD_006,2024-10-20,5,90000,Male,46-55,North,756.48,Home,BrandD,216,1,3,1,2,3
CUST_016,PROD_007,2024-07-28,4,50000,Male,36-45,North,45.58,Electronics,BrandC,300,1,2,1,1,2
CUST_032,PROD_000,2024-12-12,4,50000,Male,36-45,North,400.79,Electronics,BrandA,163,1,2,1,1,0
CUST_047,PROD_005,2024-01-17,3,90000,Male,36-45,North,931.5,Sports,BrandD,493,1,2,1,3,3
CUST_011,PROD_000,2024-05-07,3,30000,Male,46-55,West,134.47,Home,BrandA,382,1,3,3,2,0
CUST_021,PROD_001,2024-12-29,4,30000,Female,26-35,East,739.73,Clothing,BrandA,146,0,1,0,0,0
CUST_021,PROD_014,2024-09-07,5,50000,Female,46-55,North,974.85,Sports,BrandD,259,0,3,1,3,3
CUST_045,PROD_000,2024-06-27,4,30000,Male,26-35,South,61.68,Home,BrandA,331,1,1,2,2,0
CUST_029,PROD_010,2024-06-30,5,90000,Male,46-55,West,685.37,Home,BrandA,328,1,3,3,2,0
CUST_037,PROD_004,2024-05-31,3,30000,Male,46-55,West,473.47,Clothing,BrandC,358,1,3,3,0,2
CUST_037,PROD_009,2024-01-25,1,50000,Female,26-35,North,583.38,Sports,BrandD,485,0,1,1,3,3
CUST_044,PROD_014,2024-06-28,3,90000,Male,36-45,West,94.49,Home,BrandD,330,1,2,3,2,3
CUST_007,PROD_008,2024-07-16,3,30000,Male,26-35,North,52.58,Home,BrandB,312,1,1,1,2,1
CUST_026,PROD_005,2024-12-09,2,70000,Female,18-25,East,670.2,Home,BrandA,166,0,0,0,2,0
CUST_026,PROD_010,2024-06-09,2,90000,Female,18-25,East,825.08,Clothing,BrandC,349,0,0,0,0,2
CUST_033,PROD_010,2024-06-25,2,90000,Male,26-35,West,784.2,Sports,BrandA,333,1,1,3,3,0
CUST_020,PROD_000,2024-10-11,2,70000,Male,46-55,West,548.37,Sports,BrandA,225,1,3,3,3,0
CUST_029,PROD_012,2024-03-03,5,70000,Male,18-25,South,108.87,Sports,BrandB,447,1,0,2,3,1
CUST_032,PROD_000,2024-05-29,4,90000,Female,18-25,West,691.16,Sports,BrandA,360,0,0,3,3,0
CUST_027,PROD_001,2024-06-02,1,70000,Male,46-55,South,249.47,Electronics,BrandC,356,1,3,2,1,2
CUST_046,PROD_008,2024-06-04,3,50000,Male,46-55,East,911.96,Electronics,BrandC,354,1,3,0,1,2
CUST_032,PROD_002,2024-02-18,5,50000,Male,36-45,East,839.88,Sports,BrandB,461,1,2,0,3,1
CUST_004,PROD_014,2024-12-02,1,50000,Female,46-55,North,712.29,Clothing,BrandA,173,0,3,1,0,0
CUST_047,PROD_000,2024-03-24,5,90000,Female,26-35,East,949.36,Electronics,BrandC,426,0,1,0,1,2
CUST_018,PROD_004,2024-12-26,5,70000,Male,26-35,South,41.11,Home,BrandA,149,1,1,2,2,0
CUST_003,PROD_006,2024-06-25,3,70000,Male,36-45,West,738.84,Electronics,BrandA,333,1,2,3,1,0
CUST_034,PROD_005,2024-05-27,4,30000,Female,18-25,North,336.94,Home,BrandA,362,0,0,1,2,0
CUST_048,PROD_011,2024-04-27,2,30000,Female,18-25,South,907.01,Sports,BrandB,392,0,0,2,3,1
CUST_016,PROD_000,2024-12-07,4,70000,Female,46-55,West,274.01,Electronics,BrandA,168,0,3,3,1,0
CUST_043,PROD_004,2024-03-03,3,70000,Female,26-35,North,727.61,Clothing,BrandC,447,0,1,1,0,2
CUST_027,PROD_014,2024-07-07,3,70000,Female,18-25,East,878.87,Electronics,BrandA,321,0,0,0,1,0
CUST_029,PROD_004,2024-12-25,3,90000,Female,36-45,South,51.24,Electronics,BrandC,150,0,2,2,1,2
CUST_028,PROD_005,2024-02-18,1,70000,Female,36-45,West,403.67,Electronics,BrandA,461,0,2,3,1,0
CUST_045,PROD_002,2024-11-22,4,30000,Female,26-35,North,764.69,Sports,BrandC,183,0,1,1,3,2
CUST_005,PROD_004,2024-09-13,4,90000,Female,36-45,North,460.37,Clothing,BrandC,253,0,2,1,0,2
CUST_034,PROD_006,2024-08-11,5,70000,Male,36-45,East,274.58,Electronics,BrandA,286,1,2,0,1,0
CUST_040,PROD_004,2024-05-20,5,30000,Male,26-35,West,227.61,Clothing,BrandA,369,1,1,3,0,0
CUST_036,PROD_004,2024-08-02,5,90000,Male,46-55,East,140.2,Sports,BrandC,295,1,3,0,3,2
CUST_023,PROD_004,2024-07-29,3,70000,Female,46-55,East,858.56,Home,BrandD,299,0,3,0,2,3
CUST_028,PROD_009,2024-11-13,4,70000,Male,36-45,West,579.6,Electronics,BrandB,192,1,2,3,1,1
CUST_048,PROD_009,2024-02-01,3,70000,Female,46-55,West,85.62,Clothing,BrandD,478,0,3,3,0,3
CUST_045,PROD_002,2024-06-06,1,90000,Female,46-55,West,388.75,Clothing,BrandD,352,0,3,3,0,3
CUST_030,PROD_000,2024-10-11,5,30000,Male,36-45,South,374.06,Sports,BrandA,225,1,2,2,3,0
CUST_034,PROD_004,2024-10-31,3,30000,Female,46-55,West,189.92,Electronics,BrandB,205,0,3,3,1,1
CUST_032,PROD_013,2024-10-12,3,50000,Male,36-45,North,441.15,Home,BrandD,224,1,2,1,2,3
CUST_020,PROD_008,2024-05-23,1,70000,Male,18-25,East,338.78,Clothing,BrandA,366,1,0,0,0,0
CUST_031,PROD_013,2024-01-19,2,50000,Male,26-35,South,348.39,Electronics,BrandD,491,1,1,2,1,3
CUST_022,PROD_000,2024-01-18,4,50000,Female,26-35,West,741.64,Home,BrandD,492,0,1,3,2,3
CUST_032,PROD_002,2024-09-13,2,30000,Male,46-55,South,231.03,Clothing,BrandA,253,1,3,2,0,0
CUST_002,PROD_012,2024-03-18,5,90000,Female,46-55,West,645.44,Clothing,BrandA,432,0,3,3,0,0
CUST_017,PROD_012,2024-06-23,3,90000,Male,46-55,South,574.94,Home,BrandA,335,1,3,2,2,0
CUST_024,PROD_003,2024-07-12,1,30000,Male,26-35,East,572.41,Home,BrandB,316,1,1,0,2,1
CUST_041,PROD_013,2024-04-22,1,90000,Male,18-25,East,666.38,Sports,BrandD,397,1,0,0,3,3
CUST_030,PROD_000,2024-04-23,4,50000,Female,18-25,North,552.9,Electronics,BrandA,396,0,0,1,1,0
CUST_002,PROD_000,2024-08-09,2,70000,Female,26-35,North,880.46,Electronics,BrandC,288,0,1,1,1,2
CUST_039,PROD_007,2024-06-14,4,30000,Female,18-25,West,678.82,Sports,BrandD,344,0,0,3,3,3
CUST_045,PROD_001,2024-11-14,3,70000,Male,26-35,East,551.49,Clothing,BrandC,191,1,1,0,0,2
CUST_023,PROD_011,2024-05-11,4,90000,Male,18-25,South,831.47,Home,BrandB,378,1,0,2,2,1
CUST_049,PROD_014,2024-09-20,1,70000,Female,36-45,South,610.09,Home,BrandA,246,0,2,2,2,0
CUST_031,PROD_007,2024-02-24,1,90000,Female,36-45,South,298.23,Home,BrandC,455,0,2,2,2,2
CUST_046,PROD_006,2024-12-24,5,90000,Female,26-35,North,215.02,Clothing,BrandB,151,0,1,1,0,1
CUST_021,PROD_009,2024-05-10,5,50000,Female,18-25,South,160.8,Home,BrandA,379,0,0,2,2,0
CUST_022,PROD_009,2024-10-14,3,90000,Female,46-55,North,900.46,Home,BrandC,222,0,3,1,2,2
CUST_001,PROD_001,2024-09-22,2,50000,Female,18-25,North,713.03,Sports,BrandC,244,0,0,1,3,2
CUST_026,PROD_005,2024-06-10,4,50000,Male,36-45,West,938.0,Clothing,BrandB,348,1,2,3,0,1
CUST_041,PROD_005,2024-03-27,3,50000,Female,36-45,South,607.26,Electronics,BrandA,423,0,2,2,1,0
CUST_001,PROD_002,2024-02-24,5,30000,Male,18-25,South,478.67,Sports,BrandA,455,1,0,2,3,0
CUST_025,PROD_010,2024-10-14,4,30000,Male,18-25,East,69.12,Sports,BrandC,222,1,0,0,3,2
CUST_016,PROD_001,2024-06-26,5,90000,Female,46-55,West,674.93,Electronics,BrandC,332,0,3,3,1,2
CUST_039,PROD_011,2024-12-14,4,50000,Female,46-55,East,586.39,Sports,BrandC,161,0,3,0,3,2
CUST_032,PROD_000,2024-01-08,2,30000,Male,18-25,West,990.31,Clothing,BrandA,502,1,0,3,0,0
CUST_008,PROD_005,2024-11-16,3,50000,Female,18-25,South,246.77,Home,BrandB,189,0,0,2,2,1
CUST_042,PROD_011,2024-11-08,4,70000,Female,18-25,North,535.43,Clothing,BrandB,197,0,0,1,0,1
CUST_047,PROD_004,2024-09-03,1,70000,Male,18-25,North,654.45,Electronics,BrandA,263,1,0,1,1,0
CUST_038,PROD_013,2024-11-18,1,70000,Male,26-35,North,648.15,Electronics,BrandD,187,1,1,1,1,3
CUST_028,PROD_013,2024-09-11,4,90000,Male,18-25,North,565.68,Sports,BrandB,255,1,0,1,3,1
CUST_041,PROD_010,2024-11-23,4,50000,Female,46-55,North,779.16,Clothing,BrandC,182,0,3,1,0,2
CUST_025,PROD_008,2024-02-23,4,70000,Male,36-45,East,212.93,Clothing,BrandD,456,1,2,0,0,3
CUST_034,PROD_000,2024-09-05,1,30000,Female,26-35,West,728.37,Electronics,BrandD,261,0,1,3,1,3
CUST_049,PROD_014,2024-08-26,1,70000,Male,18-25,South,623.54,Clothing,BrandB,271,1,0,2,0,1
CUST_024,PROD_014,2024-08-16,4,70000,Male,36-45,East,897.11,Electronics,BrandD,281,1,2,0,1,3
CUST_023,PROD_006,2024-03-07,5,70000,Male,26-35,West,848.72,Clothing,BrandD,443,1,1,3,0,3
CUST_012,PROD_014,2024-02-20,5,90000,Female,36-45,North,322.0,Clothing,BrandB,459,0,2,1,0,1
CUST_006,PROD_004,2024-04-06,2,30000,Female,18-25,West,283.47,Clothing,BrandB,413,0,0,3,0,1
CUST_035,PROD_004,2024-04-01,3,50000,Male,18-25,West,981.84,Electronics,BrandD,418,1,0,3,1,3
CUST_044,PROD_013,2024-09-20,5,30000,Male,46-55,North,531.99,Sports,BrandC,246,1,3,1,3,2
CUST_019,PROD_001,2024-10-17,1,50000,Male,18-25,North,907.36,Clothing,BrandA,219,1,0,1,0,0
CUST_000,PROD_010,2024-04-05,5,90000,Female,18-25,North,172.24,Electronics,BrandD,414,0,0,1,1,3
CUST_007,PROD_002,2024-03-28,2,90000,Male,26-35,South,646.39,Electronics,BrandD,422,1,1,2,1,3
CUST_045,PROD_006,2024-03-18,2,90000,Female,46-55,North,811.76,Clothing,BrandC,432,0,3,1,0,2
CUST_015,PROD_005,2024-10-14,3,90000,Male,26-35,South,947.92,Clothing,BrandD,222,1,1,2,0,3
CUST_013,PROD_011,2024-04-29,5,50000,Male,36-45,North,343.97,Sports,BrandD,390,1,2,1,3,3
CUST_011,PROD_001,2024-10-28,1,70000,Male,18-25,South,727.73,Electronics,BrandA,208,1,0,2,1,0
CUST_022,PROD_005,2024-06-13,1,50000,Male,36-45,West,543.42,Electronics,BrandA,345,1,2,3,1,0
CUST_014,PROD_001,2024-06-30,4,30000,Male,26-35,East,70.02,Home,BrandA,328,1,1,0,2,0
CUST_027,PROD_001,2024-08-10,1,90000,Male,18-25,West,693.1,Electronics,BrandB,287,1,0,3,1,1
CUST_033,PROD_001,2024-11-06,3,90000,Female,18-25,West,693.2,Sports,BrandB,199,0,0,3,3,1
CUST_001,PROD_013,2024-01-07,3,30000,Male,26-35,North,931.3,Home,BrandA,503,1,1,1,2,0
CUST_031,PROD_014,2024-11-25,1,50000,Female,26-35,South,502.34,Home,BrandA,180,0,1,2,2,0
CUST_022,PROD_010,2024-09-19,1,70000,Male,26-35,East,237.95,Home,BrandB,247,1,1,0,2,1
CUST_021,PROD_002,2024-06-09,4,70000,Male,26-35,North,54.12,Clothing,BrandC,349,1,1,1,0,2
CUST_024,PROD_014,2024-05-30,1,30000,Female,26-35,North,421.49,Clothing,BrandD,359,0,1,1,0,3
CUST_021,PROD_001,2024-03-25,4,70000,Male,18-25,North,308.9,Electronics,BrandD,425,1,0,1,1,3
CUST_021,PROD_003,2024-05-26,4,50000,Female,26-35,West,763.48,Home,BrandA,363,0,1,3,2,0
CUST_048,PROD_008,2024-04-21,1,50000,Female,18-25,South,360.73,Sports,BrandC,398,0,0,2,3,2
CUST_041,PROD_005,2024-02-05,2,30000,Male,18-25,South,949.58,Clothing,BrandB,474,1,0,2,0,1
CUST_005,PROD_000,2024-10-11,2,50000,Female,26-35,East,962.69,Sports,BrandA,225,0,1,0,3,0
CUST_014,PROD_007,2024-07-06,4,90000,Female,26-35,South,624.7,Sports,BrandC,322,0,1,2,3,2
CUST_042,PROD_014,2024-03-22,1,30000,Male,46-55,South,929.37,Clothing,BrandC,428,1,3,2,0,2
CUST_036,PROD_011,2024-01-02,2,50000,Female,18-25,North,763.25,Clothing,BrandC,508,0,0,1,0,2
CUST_032,PROD_013,2024-10-29,1,30000,Male,26-35,North,551.39,Clothing,BrandB,207,1,1,1,0,1
CUST_007,PROD_006,2024-07-15,1,70000,Male,26-35,West,188.5,Clothing,BrandB,313,1,1,3,0,1
CUST_043,PROD_009,2024-01-11,1,50000,Male,26-35,North,464.01,Home,BrandD,499,1,1,1,2,3
CUST_043,PROD_002,2024-08-21,5,90000,Male,46-55,North,565.27,Home,BrandD,276,1,3,1,2,3
CUST_004,PROD_000,2024-07-13,1,50000,Female,46-55,North,865.32,Home,BrandC,315,0,3,1,2,2
CUST_038,PROD_004,2024-04-28,5,30000,Male,36-45,North,486.52,Home,BrandC,391,1,2,1,2,2
CUST_003,PROD_012,2024-01-20,4,30000,Male,18-25,West,898.7,Electronics,BrandB,490,1,0,3,1,1
CUST_005,PROD_003,2024-09-17,2,50000,Female,36-45,North,677.61,Home,BrandD,249,0,2,1,2,3
CUST_044,PROD_009,2024-10-19,2,90000,Male,26-35,East,145.63,Clothing,BrandC,217,1,1,0,0,2
CUST_031,PROD_007,2024-09-12,2,90000,Male,46-55,East,995.03,Sports,BrandD,254,1,3,0,3,3
CUST_029,PROD_000,2024-08-09,2,90000,Female,46-55,East,531.96,Home,BrandD,288,0,3,0,2,3
CUST_046,PROD_009,2024-08-13,2,30000,Female,36-45,East,397.94,Electronics,BrandC,284,0,2,0,1,2
CUST_034,PROD_000,2024-02-22,2,50000,Female,46-55,North,662.52,Clothing,BrandB,457,0,3,1,0,1
CUST_039,PROD_011,2024-12-20,2,70000,Female,26-35,East,117.8,Sports,BrandC,155,0,1,0,3,2
CUST_015,PROD_003,2024-12-07,4,30000,Female,46-55,North,640.17,Sports,BrandC,168,0,3,1,3,2
CUST_012,PROD_007,2024-12-29,1,90000,Female,36-45,West,503.25,Home,BrandD,146,0,2,3,2,3
CUST_049,PROD_004,2024-10-06,3,50000,Female,26-35,East,412.61,Sports,BrandC,230,0,1,0,3,2
CUST_041,PROD_001,2024-03-21,5,90000,Male,36-45,South,953.49,Home,BrandB,429,1,2,2,2,1
CUST_029,PROD_005,2024-07-20,3,70000,Female,46-55,East,527.31,Home,BrandC,308,0,3,0,2,2
CUST_018,PROD_004,2024-06-06,3,90000,Female,36-45,East,226.93,Clothing,BrandB,352,0,2,0,0,1
CUST_016,PROD_001,2024-04-29,1,90000,Female,36-45,North,464.37,Clothing,BrandB,390,0,2,1,0,1
CUST_018,PROD_012,2024-02-28,1,70000,Male,18-25,East,920.19,Electronics,BrandD,451,1,0,0,1,3
CUST_027,PROD_013,2024-08-02,1,50000,Male,46-55,South,184.33,Clothing,BrandA,295,1,3,2,0,0
CUST_025,PROD_010,2024-05-07,2,30000,Female,46-55,North,221.82,Clothing,BrandA,382,0,3,1,0,0
CUST_036,PROD_010,2024-08-11,4,50000,Female,36-45,North,22.9,Home,BrandD,286,0,2,1,2,3
CUST_025,PROD_010,2024-07-27,2,70000,Female,18-25,West,24.05,Clothing,BrandC,301,0,0,3,0,2
CUST_022,PROD_002,2024-04-24,4,90000,Male,46-55,West,831.1,Home,BrandD,395,1,3,3,2,3
CUST_008,PROD_014,2024-07-27,4,50000,Male,26-35,East,734.8,Home,BrandB,301,1,1,0,2,1
CUST_011,PROD_008,2024-01-14,3,30000,Female,36-45,West,361.49,Clothing,BrandA,496,0,2,3,0,0
CUST_000,PROD_006,2024-01-09,3,70000,Male,46-55,West,701.33,Electronics,BrandD,501,1,3,3,1,3
CUST_000,PROD_006,2024-02-09,4,50000,Female,26-35,West,401.25,Electronics,BrandC,470,0,1,3,1,2
CUST_046,PROD_014,2024-08-24,4,30000,Male,46-55,North,953.37,Sports,BrandD,273,1,3,1,3,3
CUST_033,PROD_010,2024-10-07,2,70000,Male,26-35,North,967.38,Sports,BrandA,229,1,1,1,3,0
CUST_031,PROD_005,2024-12-24,2,30000,Female,36-45,North,398.87,Clothing,BrandD,151,0,2,1,0,3
CUST_047,PROD_007,2024-07-19,3,70000,Female,46-55,West,855.68,Electronics,BrandD,309,0,3,3,1,3
CUST_024,PROD_003,2024-09-02,1,90000,Female,46-55,North,775.36,Home,BrandA,264,0,3,1,2,0
CUST_039,PROD_007,2024-10-04,4,50000,Female,18-25,West,316.9,Sports,BrandB,232,0,0,3,3,1
